transaction_id,customer_id,customer_name,merchant_id,transaction_ts,amount,city,country,payment_method,status
T30001504,C147961,Tomasz Nowak,M29650,2025-04-20 05:04:00,5068.39,Warszawa,DE,blik,declined
T30001505,C129298,Adam Kowalski,M29710,2025-08-05 14:34:00,4769.6,Gdańsk,PL,cash,declined
T30001506,C285192,Kasia Kowalski,M9808,2023-12-28 17:47:00,9691.48,Gdańsk,FR,cash,approved
T30001507,C107486,Tomasz Nowak,M25486,2025-09-11 04:31:00,9705.03,Warszawa,DE,CARD,declined
T30001508,C424397,Ewa Mazur,M35741,2025-08-17 07:45:00,8804.6,Wrocław,DE,card,declined
T30001509,C420885,Anna Wojcik,M31251,2024-03-13 04:48:00,2665.76,Kraków,PL,transfer,pending
T30001510,C276908,Anna Kaczmarek,M20597,2023-10-27 18:02:00,6355.69,Poznań,ES,blik,pending
T30001511,C136533,Tomasz Kaczmarek,M2986,2025-06-28 01:44:00,5464.57,Poznań,FR,blik,APPROVED
T30001512,C493689,Anna Kaczmarek,M45194,2025-09-19 07:13:00,282.24,Wrocław,PL,card,declined
T30001513,C145721,Maria Kowalski,M15006,2023-06-18 05:11:00,4715.6,Wrocław,ES,cash,pending
T30001514,C486652,Anna Nowak,M7989,2023-12-29 14:59:00,8574.08,Gdańsk,DE,card,declined
T30001515,C443462,Anna Wojcik,M17100,2025-07-03 00:38:00,1956.85,Gdańsk,DE,cash,approved
T30001516,C198258,Anna Mazur,M11377,2024-02-18 01:20:00,5149.98,Warszawa,IT,card,declined
T30001517,C411403,Jan Kowalski,M28235,2025-07-21 00:06:00,8355.21,Gdańsk,ES,card,approved
T30001518,C229002,Anna Kaczmarek,M16237,2023-10-04 16:01:00,5894.28,Wrocław,FR,transfer,approved
T30001519,C248477,Maria Kaczmarek,M4439,2023-03-23 15:44:00,6043.6,Gdańsk,PL,transfer,approved
T30001520,C69436,Jan Wisniewski,M31001,2025-03-05 07:54:00,7161.93,Wrocław,IT,cash,pending
T30001521,C409956,Maria Kaczmarek,M41667,2024-05-30 23:08:00,1871.36,Kraków,ES,CARD,declined
T30001522,C189348,Adam Nowak,M37075,2024-01-06 19:13:00,6050.34,Warszawa,ES,cash,approved
T30001523,C467738,Ewa Mazur,M19062,2023-04-15 05:27:00,2978.46,Gdańsk,IT,CARD,declined
T30001524,C365504,Jan Nowak,M39072,2024-05-02 19:36:00,3055.98,Kraków,PL,transfer,APPROVED
T30001525,C179134,Tomasz Wisniewski,M5999,2023-11-10 08:19:00,820.0,Warszawa,FR,card,approved
T30001526,C410917,Maria Wojcik,M33294,2023-01-12 15:49:00,5465.11,Warszawa,DE,CARD,APPROVED
T30001527,C464679,Tomasz Wisniewski,M34600,2023-01-04 16:05:00,379.25,Wrocław,DE,blik,declined
T30001528,C314732,Tomasz Kaczmarek,M11087,2024-06-12 08:08:00,9018.7,Kraków,DE,transfer,approved
T30001529,C401882,Anna Kaczmarek,M24302,2023-11-05 23:24:00,114.77,Wrocław,ES,card,approved
T30001530,C465734,Kasia Wisniewski,M20351,2025-05-14 00:50:00,8077.54,Poznań,FR,transfer,approved
T30001531,C462716,Jan Wojcik,M22364,2025-08-28 14:23:00,4957.68,Kraków,IT,transfer,pending
T30001532,C427983,Anna Wojcik,M33521,2023-08-27 19:22:00,8953.23,Poznań,ES,cash,APPROVED
T30001533,C311692,Piotr Wisniewski,M14637,2024-11-11 19:16:00,5096.6,Warszawa,PL,CARD,pending
T30001534,C415709,Maria Kowalski,M18617,2024-06-21 07:02:00,8170.5,Kraków,ES,card,declined
T30001535,C433221,Tomasz Kaczmarek,M41483,2025-09-10 14:33:00,7151.44,Gdańsk,DE,CARD,APPROVED
T30001536,C215066,Adam Wisniewski,M10571,2025-04-08 00:48:00,4209.81,Poznań,ES,CARD,approved
T30001537,C180275,Kasia Wisniewski,M35262,2024-04-22 03:21:00,358.71,Poznań,PL,transfer,pending
T30001538,C49905,Piotr Wojcik,M38485,2025-01-24 05:45:00,3309.87,Gdańsk,ES,cash,declined
T30001539,C379538,Tomasz Wisniewski,M730,2024-01-13 01:43:00,5229.15,Warszawa,ES,blik,pending
T30001540,C210846,Ewa Kaczmarek,M37017,2023-08-28 06:44:00,1054.76,Warszawa,ES,transfer,declined
T30001541,C420861,Adam Kowalski,M28046,2025-07-13 09:51:00,3226.7,Warszawa,IT,blik,APPROVED
T30001542,C402839,Tomasz Kaczmarek,M35521,2024-06-02 22:30:00,6223.45,Wrocław,ES,cash,declined
T30001543,C35081,Ewa Mazur,M22188,2023-03-27 05:20:00,4451.92,Kraków,FR,cash,declined
T30001544,C81602,Anna Mazur,M4925,2023-06-08 13:33:00,3210.69,Wrocław,FR,cash,approved
T30001545,C276132,Kasia Kaczmarek,M14839,2025-06-08 17:47:00,116.39,Warszawa,ES,cash,declined
T30001546,C230050,Piotr Wisniewski,M20881,2024-11-08 17:39:00,880.5,Wrocław,IT,CARD,declined
T30001547,C126153,Tomasz Wisniewski,M38877,2025-06-17 11:00:00,6445.39,Kraków,IT,card,declined
T30001548,C77604,Tomasz Kowalski,M11786,2023-08-03 11:01:00,1245.78,Gdańsk,PL,card,APPROVED
T30001549,C267769,Piotr Wisniewski,M45837,2025-08-30 14:36:00,3948.05,Warszawa,DE,cash,approved
T30001550,C17997,Piotr Kowalski,M21956,2024-01-12 16:23:00,189.02,Warszawa,PL,cash,approved
T30001551,C453160,Adam Kaczmarek,M12848,2024-06-01 20:46:00,6021.59,Poznań,ES,CARD,pending
T30001552,C280963,Maria Mazur,M2199,2024-06-04 21:17:00,6629.8,Gdańsk,PL,blik,approved
T30001553,C399137,Ewa Nowak,M46833,2024-11-09 14:22:00,3569.85,Gdańsk,ES,cash,declined
T30001554,C166301,Jan Mazur,M17047,2025-04-04 06:51:00,9383.21,Poznań,PL,blik,declined
T30001555,C340406,Jan Nowak,M37940,2023-11-16 20:21:00,5365.84,Warszawa,DE,blik,pending
T30001556,C77782,Maria Kaczmarek,M42126,2024-09-11 12:43:00,4904.52,Warszawa,ES,blik,pending
T30001557,C243834,Tomasz Kowalski,M7513,2025-08-06 12:09:00,4390.41,Poznań,IT,blik,approved
T30001558,C33266,Ewa Kowalski,M37307,2024-04-03 04:59:00,1072.68,Wrocław,ES,CARD,approved
T30001559,C422349,Anna Kowalski,M39029,2025-04-22 19:10:00,9668.41,Kraków,IT,blik,approved
T30001560,C202124,Kasia Kaczmarek,M3140,2024-04-08 11:04:00,214.71,Poznań,ES,card,APPROVED
T30001561,C392395,Kasia Wisniewski,M42801,2024-12-21 06:35:00,7348.14,Poznań,DE,blik,pending
T30001562,C252698,Kasia Wisniewski,M24219,2024-01-25 15:55:00,6393.35,Gdańsk,DE,CARD,APPROVED
T30001563,C34956,Piotr Kaczmarek,M46598,2024-12-31 14:41:00,5285.16,Warszawa,PL,blik,approved
T30001564,C26946,Piotr Wojcik,M14668,2023-09-14 17:43:00,984.71,Gdańsk,ES,cash,declined
T30001565,C130916,Kasia Kowalski,M47965,2025-10-27 04:37:00,4762.73,Warszawa,ES,card,approved
T30001566,C496657,Jan Kowalski,M43371,2024-12-18 18:39:00,6285.24,Kraków,PL,card,APPROVED
T30001567,C387785,Adam Nowak,M30279,2024-01-04 22:00:00,1762.59,Gdańsk,IT,CARD,declined
T30001568,C30866,Adam Wisniewski,M30695,2024-01-11 19:24:00,5283.58,Kraków,DE,blik,APPROVED
T30001569,C221338,Ewa Wojcik,M17537,2025-05-06 07:47:00,9688.24,Poznań,IT,card,APPROVED
T30001570,C78595,Tomasz Kaczmarek,M43207,2025-04-18 03:19:00,4241.7,Wrocław,DE,card,APPROVED
T30001571,C290650,Maria Nowak,M21330,2024-07-28 20:53:00,2811.54,Gdańsk,DE,CARD,pending
T30001572,C10725,Tomasz Nowak,M11143,2025-04-05 00:12:00,5694.32,Poznań,ES,blik,approved
T30001573,C186159,Tomasz Wojcik,M24139,2025-11-02 19:28:00,7216.02,Poznań,ES,cash,APPROVED
T30001574,C203673,Jan Wojcik,M16386,2025-08-03 11:48:00,2642.79,Warszawa,IT,cash,approved
T30001575,C60107,Adam Wisniewski,M44171,2025-04-16 19:02:00,2886.6,Wrocław,FR,cash,declined
T30001576,C167666,Piotr Nowak,M5804,2025-05-23 23:25:00,1290.98,Gdańsk,ES,CARD,declined
T30001577,C492545,Piotr Wisniewski,M39025,2025-09-09 00:13:00,1677.59,Gdańsk,FR,blik,pending
T30001578,C227334,Jan Nowak,M19066,2023-02-11 07:24:00,9871.3,Warszawa,IT,CARD,APPROVED
T30001579,C137129,Adam Kowalski,M23661,2023-03-22 11:21:00,9242.15,Gdańsk,DE,card,approved
T30001580,C100867,Anna Mazur,M32139,2025-11-03 21:56:00,9862.29,Kraków,ES,cash,APPROVED
T30001581,C135793,Maria Kaczmarek,M24509,2024-06-08 18:49:00,3443.39,Kraków,DE,card,APPROVED
T30001582,C16077,Tomasz Kowalski,M6494,2025-02-01 23:53:00,934.54,Wrocław,FR,CARD,approved
T30001583,C27071,Piotr Nowak,M22485,2025-05-29 19:57:00,8453.06,Gdańsk,FR,card,declined
T30001584,C430946,Ewa Wojcik,M36768,2025-08-20 01:56:00,7247.84,Warszawa,PL,cash,approved
T30001585,C267111,Ewa Wojcik,M5811,2024-04-05 04:14:00,1278.43,Poznań,DE,CARD,approved
T30001586,C7367,Tomasz Mazur,M49789,2023-10-21 15:36:00,6899.28,Gdańsk,ES,cash,pending
T30001587,C274674,Jan Wisniewski,M4956,2023-11-24 03:21:00,6917.72,Warszawa,ES,blik,APPROVED
T30001588,C7523,Kasia Nowak,M34316,2023-12-20 09:30:00,4662.82,Warszawa,IT,card,pending
T30001589,C35458,Anna Mazur,M10813,2023-12-18 15:09:00,4509.21,Warszawa,DE,CARD,approved
T30001590,C149557,Adam Kowalski,M39911,2024-06-05 17:13:00,1144.64,Poznań,FR,card,pending
T30001591,C389696,Jan Wisniewski,M15754,2024-07-04 07:26:00,1554.25,Kraków,DE,blik,pending
T30001592,C273511,Kasia Nowak,M23250,2025-08-12 20:23:00,5424.64,Wrocław,DE,card,APPROVED
T30001593,C295162,Adam Kaczmarek,M27871,2023-10-29 06:44:00,9697.12,Kraków,DE,cash,declined
T30001594,C15920,Tomasz Wisniewski,M10276,2024-03-06 15:07:00,3266.69,Gdańsk,DE,transfer,approved
T30001595,C365753,Kasia Wisniewski,M7449,2024-12-22 10:21:00,5084.77,Poznań,IT,transfer,approved
T30001596,C227505,Maria Nowak,M9431,2023-09-03 15:42:00,2570.04,Kraków,ES,CARD,pending
T30001597,C350155,Piotr Kowalski,M37866,2023-01-10 18:39:00,4362.0,Poznań,ES,transfer,APPROVED
T30001598,C407636,Anna Mazur,M42350,2025-02-25 20:40:00,3684.76,Poznań,PL,card,pending
T30001599,C394942,Ewa Kaczmarek,M35561,2025-02-07 15:54:00,237.56,Kraków,FR,blik,declined
T30001600,C210569,Jan Kowalski,M38979,2024-01-13 22:26:00,7776.71,Warszawa,FR,blik,APPROVED
T30001601,C190395,Adam Wojcik,M30258,2024-07-05 21:21:00,9476.75,Warszawa,IT,blik,APPROVED
T30001602,C162900,Jan Mazur,M38138,2023-05-11 21:44:00,8506.24,Kraków,ES,CARD,declined
T30001603,C374827,Maria Kowalski,M20462,2024-06-12 07:04:00,8227.57,Kraków,ES,blik,pending
T30001604,C241066,Tomasz Nowak,M17786,2023-05-19 14:54:00,2807.27,Poznań,ES,cash,approved
T30001605,C422841,Ewa Wojcik,M9319,2025-02-14 07:03:00,1734.04,Warszawa,PL,cash,APPROVED
T30001606,C96883,Anna Kaczmarek,M33110,2025-01-11 13:11:00,5445.29,Warszawa,PL,blik,pending
T30001607,C249471,Ewa Nowak,M37346,2023-06-09 05:14:00,2508.06,Wrocław,ES,transfer,pending
T30001608,C341802,Maria Kowalski,M27030,2023-05-11 05:13:00,7965.59,Kraków,DE,CARD,declined
T30001609,C460477,Maria Kaczmarek,M42567,2024-06-06 21:21:00,1951.85,Wrocław,ES,cash,declined
T30001610,C343720,Piotr Kowalski,M232,2025-11-04 17:03:00,655.51,Gdańsk,ES,card,approved
T30001611,C179897,Adam Kowalski,M13374,2024-05-29 13:50:00,6166.66,Wrocław,IT,CARD,declined
T30001612,C138250,Tomasz Wisniewski,M9635,2025-01-18 19:32:00,8473.82,Wrocław,ES,transfer,approved
T30001613,C176062,Maria Mazur,M15036,2023-04-26 00:48:00,2668.96,Kraków,ES,transfer,approved
T30001614,C463088,Maria Wisniewski,M43921,2023-01-07 18:30:00,8286.69,Warszawa,ES,card,approved
T30001615,C404778,Jan Mazur,M18330,2023-12-06 06:14:00,2625.26,Wrocław,IT,cash,APPROVED
T30001616,C145711,Jan Mazur,M8966,2023-12-10 14:55:00,431.04,Warszawa,FR,transfer,APPROVED
T30001617,C289384,Piotr Kowalski,M41579,2025-04-15 22:23:00,7763.74,Poznań,FR,blik,approved
T30001618,C86483,Adam Wisniewski,M17331,2024-07-23 02:44:00,2130.57,Gdańsk,FR,transfer,APPROVED
T30001619,C77424,Adam Mazur,M6185,2023-11-01 10:58:00,4728.5,Poznań,ES,blik,approved
T30001620,C490105,Anna Nowak,M33263,2025-08-16 01:24:00,1830.35,Poznań,PL,card,approved
T30001621,C388834,Maria Mazur,M22331,2023-06-14 15:34:00,7604.23,Warszawa,IT,blik,declined
T30001622,C38353,Anna Kowalski,M10874,2023-05-25 14:20:00,6994.11,Gdańsk,FR,CARD,pending
T30001623,C407707,Anna Kowalski,M48536,2025-08-15 10:15:00,1226.1,Gdańsk,ES,blik,APPROVED
T30001624,C284038,Adam Kowalski,M5205,2023-02-20 04:54:00,8833.69,Gdańsk,FR,cash,declined
T30001625,C102155,Piotr Kowalski,M38205,2024-06-27 05:45:00,9668.53,Gdańsk,IT,blik,APPROVED
T30001626,C459250,Tomasz Nowak,M14800,2025-05-23 03:56:00,7582.19,Poznań,PL,blik,declined
T30001627,C262953,Adam Kowalski,M14394,2025-04-06 03:32:00,1710.3,Gdańsk,DE,card,approved
T30001628,C346513,Adam Kowalski,M46313,2023-07-18 08:34:00,4117.28,Wrocław,FR,CARD,approved
T30001629,C173733,Anna Wojcik,M29877,2025-04-19 12:25:00,3681.92,Warszawa,PL,CARD,APPROVED
T30001630,C476575,Kasia Wojcik,M26176,2024-01-23 23:10:00,7580.08,Warszawa,DE,cash,pending
T30001631,C347976,Anna Mazur,M39761,2023-07-26 17:34:00,1700.05,Poznań,DE,transfer,approved
T30001632,C93389,Anna Kowalski,M1391,2024-09-21 07:23:00,7710.46,Kraków,ES,transfer,declined
T30001633,C444532,Ewa Kaczmarek,M26311,2024-09-22 04:43:00,4886.29,Wrocław,DE,transfer,declined
T30001634,C179964,Adam Wisniewski,M8870,2025-06-06 11:32:00,4432.05,Gdańsk,FR,blik,pending
T30001635,C404025,Tomasz Wisniewski,M23194,2024-06-06 01:18:00,9916.67,Gdańsk,ES,card,approved
T30001636,C476564,Ewa Nowak,M46683,2023-11-03 23:32:00,2051.56,Poznań,PL,transfer,APPROVED
T30001637,C189506,Jan Mazur,M35143,2025-04-06 03:31:00,9895.01,Wrocław,IT,CARD,pending
T30001638,C230725,Jan Kowalski,M22993,2023-12-10 05:01:00,9732.75,Kraków,FR,blik,approved
T30001639,C492178,Kasia Nowak,M16614,2023-05-20 16:04:00,3471.65,Kraków,FR,card,declined
T30001640,C307273,Maria Nowak,M23898,2024-07-02 20:40:00,3065.39,Gdańsk,IT,transfer,approved
T30001641,C242260,Jan Kowalski,M7012,2025-03-29 01:27:00,7007.14,Warszawa,DE,CARD,approved
T30001642,C242643,Anna Wisniewski,M19171,2023-12-10 07:00:00,6701.35,Warszawa,IT,CARD,approved
T30001643,C24515,Ewa Nowak,M25458,2023-02-09 14:43:00,1767.64,Kraków,FR,blik,pending
T30001644,C286576,Kasia Kaczmarek,M24855,2023-02-09 03:46:00,4584.02,Wrocław,DE,transfer,APPROVED
T30001645,C91971,Adam Wisniewski,M11245,2023-01-13 07:47:00,1275.4,Poznań,ES,cash,pending
T30001646,C286977,Kasia Kowalski,M34306,2024-06-06 04:02:00,4249.04,Kraków,PL,card,declined
T30001647,C340664,Tomasz Kowalski,M20283,2023-06-25 10:24:00,6207.0,Warszawa,DE,CARD,APPROVED
T30001648,C399058,Jan Nowak,M33189,2025-10-05 18:49:00,9205.99,Wrocław,ES,transfer,APPROVED
T30001649,C210132,Ewa Kaczmarek,M3255,2023-07-05 14:59:00,7423.5,Wrocław,IT,blik,declined
T30001650,C316540,Tomasz Nowak,M7675,2024-09-19 09:17:00,2798.02,Warszawa,FR,transfer,pending
T30001651,C10311,Adam Nowak,M29025,2025-11-01 17:27:00,9712.64,Warszawa,IT,cash,declined
T30001652,C337630,Ewa Wojcik,M1639,2024-11-20 04:31:00,6030.41,Kraków,IT,CARD,pending
T30001653,C186581,Maria Nowak,M47114,2025-03-03 03:38:00,4971.24,Poznań,FR,cash,declined
T30001654,C219797,Tomasz Wojcik,M15856,2024-04-03 23:47:00,6839.06,Gdańsk,PL,cash,approved
T30001655,C359963,Adam Kowalski,M45933,2024-07-17 04:53:00,4493.85,Gdańsk,ES,transfer,APPROVED
T30001656,C193838,Maria Nowak,M8853,2023-12-03 05:45:00,8281.68,Wrocław,PL,CARD,declined
T30001657,C496990,Kasia Wisniewski,M32664,2024-06-01 05:33:00,613.43,Warszawa,PL,blik,APPROVED
T30001658,C137982,Jan Kowalski,M15370,2023-11-11 11:50:00,528.4,Wrocław,DE,CARD,pending
T30001659,C80110,Maria Wisniewski,M34738,2025-05-21 14:04:00,3215.37,Wrocław,DE,transfer,pending
T30001660,C48472,Anna Wisniewski,M25082,2025-09-10 00:16:00,5110.45,Gdańsk,DE,card,declined
T30001661,C236848,Adam Wisniewski,M44402,2023-09-01 12:02:00,406.65,Wrocław,IT,cash,approved
T30001662,C56533,Kasia Mazur,M49313,2025-05-14 01:01:00,4675.13,Gdańsk,PL,cash,pending
T30001663,C494217,Anna Nowak,M18595,2025-05-25 03:21:00,7068.77,Poznań,ES,blik,APPROVED
T30001664,C70354,Adam Wisniewski,M31783,2023-11-16 19:39:00,1264.78,Warszawa,FR,blik,declined
T30001665,C85041,Piotr Wojcik,M48742,2024-03-23 12:16:00,5806.35,Kraków,PL,transfer,APPROVED
T30001666,C373570,Ewa Mazur,M8001,2025-08-20 17:14:00,6663.93,Gdańsk,FR,cash,APPROVED
T30001667,C206523,Adam Mazur,M12319,2025-04-07 09:55:00,2317.26,Warszawa,DE,transfer,approved
T30001668,C248004,Kasia Mazur,M5929,2025-05-06 08:55:00,9254.74,Warszawa,FR,cash,approved
T30001669,C457826,Kasia Mazur,M1959,2025-10-18 13:00:00,5322.03,Wrocław,PL,cash,declined
T30001670,C297979,Adam Kaczmarek,M8588,2023-12-25 02:09:00,3725.5,Kraków,IT,card,approved
T30001671,C332323,Ewa Wisniewski,M20603,2023-02-28 23:31:00,89.47,Poznań,DE,CARD,declined
T30001672,C291771,Piotr Mazur,M38031,2024-09-26 10:39:00,5926.05,Poznań,FR,CARD,APPROVED
T30001673,C323253,Jan Nowak,M47221,2024-05-10 21:43:00,866.93,Kraków,DE,cash,APPROVED
T30001674,C156980,Ewa Nowak,M6553,2023-09-08 04:12:00,6952.08,Poznań,FR,card,approved
T30001675,C62436,Ewa Mazur,M13673,2025-10-14 05:00:00,3837.9,Wrocław,ES,blik,approved
T30001676,C131600,Tomasz Wojcik,M36310,2025-07-29 14:47:00,3851.34,Kraków,ES,transfer,approved
T30001677,C445696,Jan Nowak,M598,2023-08-13 07:07:00,6357.88,Kraków,FR,cash,declined
T30001678,C14228,Adam Wisniewski,M12843,2025-09-01 06:14:00,5726.6,Wrocław,IT,cash,declined
T30001679,C321877,Anna Kowalski,M45089,2025-01-23 21:55:00,2356.35,Warszawa,ES,card,approved
T30001680,C138386,Jan Nowak,M48741,2024-06-24 03:57:00,971.66,Wrocław,PL,cash,pending
T30001681,C129324,Jan Wojcik,M24001,2024-07-16 08:57:00,713.31,Poznań,FR,transfer,approved
T30001682,C180475,Ewa Kowalski,M27452,2023-12-25 22:36:00,1790.43,Gdańsk,FR,transfer,declined
T30001683,C313672,Piotr Kaczmarek,M38503,2023-11-24 10:02:00,9848.78,Wrocław,PL,card,declined
T30001684,C240114,Tomasz Wojcik,M18401,2023-07-26 05:42:00,6528.75,Wrocław,PL,CARD,pending
T30001685,C211974,Kasia Kaczmarek,M39825,2023-08-12 11:05:00,2687.37,Kraków,IT,cash,approved
T30001686,C440695,Jan Wojcik,M33415,2024-10-22 16:33:00,5002.68,Warszawa,DE,blik,pending
T30001687,C9454,Piotr Mazur,M48600,2023-06-19 20:32:00,9239.89,Wrocław,ES,CARD,declined
T30001688,C455255,Ewa Kaczmarek,M42975,2024-06-18 23:27:00,3584.49,Warszawa,FR,blik,declined
T30001689,C238203,Kasia Kowalski,M36592,2024-03-29 19:24:00,8965.71,Poznań,DE,cash,pending
T30001690,C193215,Piotr Wojcik,M30717,2023-09-05 00:43:00,100.58,Kraków,IT,transfer,APPROVED
T30001691,C425639,Jan Nowak,M30876,2024-09-01 17:25:00,7343.58,Poznań,ES,card,pending
T30001692,C232586,Kasia Wojcik,M12546,2025-05-07 11:02:00,1120.84,Warszawa,FR,CARD,declined
T30001693,C248880,Anna Wojcik,M29756,2023-06-20 09:08:00,7538.43,Warszawa,IT,CARD,approved
T30001694,C120078,Tomasz Nowak,M8607,2025-08-17 14:15:00,5055.58,Warszawa,ES,CARD,declined
T30001695,C432601,Jan Kaczmarek,M36561,2023-09-02 12:34:00,5397.26,Poznań,DE,card,pending
T30001696,C454990,Piotr Nowak,M16961,2024-02-02 14:33:00,7831.07,Poznań,ES,transfer,pending
T30001697,C242251,Tomasz Mazur,M6245,2024-11-29 21:58:00,1245.11,Wrocław,IT,card,pending
T30001698,C247388,Piotr Mazur,M33332,2024-10-24 04:19:00,3135.44,Warszawa,FR,CARD,approved
T30001699,C119204,Adam Kowalski,M19881,2025-06-11 02:17:00,4964.93,Kraków,PL,card,APPROVED
T30001700,C284486,Adam Nowak,M45830,2024-11-14 19:40:00,9767.49,Gdańsk,FR,card,pending
T30001701,C125149,Ewa Kowalski,M18256,2024-11-03 21:23:00,3313.5,Gdańsk,DE,CARD,declined
T30001702,C441008,Kasia Wojcik,M24995,2024-07-06 04:55:00,2132.27,Wrocław,DE,transfer,declined
T30001703,C168589,Maria Kowalski,M4950,2023-11-18 19:36:00,9442.85,Gdańsk,ES,transfer,pending
T30001704,C377669,Maria Wisniewski,M42093,2024-02-20 21:54:00,4015.03,Poznań,IT,blik,pending
T30001705,C376529,Maria Kaczmarek,M12417,2025-03-13 17:04:00,922.83,Poznań,PL,card,pending
T30001706,C272690,Kasia Nowak,M38200,2024-12-11 12:05:00,1310.21,Kraków,FR,transfer,pending
T30001707,C214717,Anna Kaczmarek,M2290,2024-06-11 06:01:00,6752.32,Gdańsk,ES,transfer,APPROVED
T30001708,C278568,Tomasz Nowak,M21822,2024-08-03 01:48:00,1850.59,Warszawa,FR,cash,declined
T30001709,C441862,Piotr Kowalski,M50,2023-03-11 07:35:00,344.93,Kraków,DE,transfer,declined
T30001710,C376497,Kasia Mazur,M14237,2025-04-01 07:04:00,8866.03,Wrocław,FR,card,declined
T30001711,C178611,Piotr Wisniewski,M24467,2025-02-21 07:53:00,7816.44,Kraków,IT,transfer,approved
T30001712,C10087,Maria Wojcik,M7633,2023-09-28 21:07:00,2744.16,Warszawa,DE,blik,APPROVED
T30001713,C165496,Piotr Mazur,M25241,2023-07-17 14:59:00,5359.17,Warszawa,DE,cash,APPROVED
T30001714,C138821,Adam Wisniewski,M16783,2024-10-06 15:43:00,1950.21,Wrocław,DE,CARD,pending
T30001715,C79816,Maria Wisniewski,M42937,2025-02-25 02:05:00,7786.76,Wrocław,FR,CARD,approved
T30001716,C2222,Piotr Wisniewski,M39408,2024-08-31 11:14:00,2554.05,Gdańsk,DE,cash,declined
T30001717,C225481,Kasia Nowak,M24133,2024-10-01 10:50:00,6393.03,Poznań,DE,card,declined
T30001718,C467110,Piotr Kowalski,M35321,2023-02-12 19:32:00,2322.61,Warszawa,PL,cash,pending
T30001719,C481461,Anna Wisniewski,M42825,2024-04-27 05:30:00,9733.21,Poznań,ES,cash,APPROVED
T30001720,C284173,Jan Nowak,M23758,2024-07-31 10:38:00,6723.87,Gdańsk,FR,transfer,approved
T30001721,C52650,Maria Kowalski,M28859,2023-03-25 16:32:00,48.4,Wrocław,IT,transfer,approved
T30001722,C43109,Piotr Kaczmarek,M30189,2023-04-27 19:57:00,1127.32,Wrocław,DE,CARD,declined
T30001723,C200615,Jan Kaczmarek,M45650,2023-01-20 12:37:00,1537.09,Wrocław,FR,CARD,pending
T30001724,C31186,Adam Kowalski,M7418,2024-04-19 08:19:00,3476.2,Wrocław,PL,blik,approved
T30001725,C266445,Kasia Kaczmarek,M1804,2025-07-16 03:14:00,4778.58,Wrocław,IT,cash,pending
T30001726,C105653,Ewa Kowalski,M39890,2025-01-10 13:01:00,9481.7,Wrocław,DE,blik,APPROVED
T30001727,C213194,Anna Wojcik,M43295,2024-12-25 22:43:00,7147.63,Poznań,PL,cash,approved
T30001728,C18288,Maria Wojcik,M8307,2024-06-08 09:27:00,8232.22,Gdańsk,FR,transfer,pending
T30001729,C157746,Piotr Wojcik,M4147,2024-02-20 23:13:00,2232.91,Warszawa,ES,transfer,pending
T30001730,C273927,Jan Kowalski,M711,2024-07-03 03:15:00,5185.79,Wrocław,DE,transfer,approved
T30001731,C217593,Anna Nowak,M12638,2025-05-14 13:54:00,7598.72,Wrocław,IT,cash,pending
T30001732,C361025,Jan Mazur,M13995,2024-04-18 03:07:00,8266.28,Kraków,IT,blik,declined
T30001733,C471904,Tomasz Wisniewski,M29211,2024-05-13 16:44:00,58.87,Gdańsk,IT,blik,declined
T30001734,C50154,Jan Mazur,M1058,2024-09-14 22:00:00,8030.95,Warszawa,IT,transfer,APPROVED
T30001735,C97250,Jan Wisniewski,M10265,2023-08-24 02:22:00,9946.2,Warszawa,IT,card,approved
T30001736,C426230,Tomasz Nowak,M17276,2024-12-15 00:55:00,6802.97,Gdańsk,IT,cash,pending
T30001737,C31897,Maria Nowak,M4305,2024-05-25 20:36:00,4390.71,Warszawa,ES,blik,approved
T30001738,C238547,Adam Wisniewski,M14064,2023-10-07 11:00:00,1669.79,Wrocław,ES,card,approved
T30001739,C154142,Kasia Wojcik,M48723,2025-07-12 22:15:00,1283.13,Wrocław,ES,cash,declined
T30001740,C171489,Piotr Wojcik,M44736,2023-01-11 09:44:00,5210.98,Poznań,DE,cash,APPROVED
T30001741,C158316,Ewa Mazur,M1603,2025-08-19 01:17:00,7973.4,Poznań,DE,cash,declined
T30001742,C121352,Tomasz Kowalski,M38218,2025-09-26 01:05:00,2604.5,Wrocław,FR,blik,approved
T30001743,C373368,Anna Wojcik,M37249,2023-11-21 04:03:00,6507.75,Kraków,PL,blik,approved
T30001744,C483356,Jan Wisniewski,M12643,2024-07-28 07:14:00,8445.46,Kraków,FR,card,APPROVED
T30001745,C393255,Piotr Kowalski,M12906,2025-06-15 21:31:00,4863.05,Warszawa,ES,transfer,APPROVED
T30001746,C66806,Tomasz Kowalski,M28722,2024-10-17 07:59:00,9853.52,Wrocław,FR,CARD,pending
T30001747,C419204,Piotr Nowak,M6242,2023-12-17 15:39:00,6002.09,Kraków,FR,card,declined
T30001748,C314990,Kasia Kowalski,M27699,2023-09-19 23:37:00,3137.32,Gdańsk,ES,card,declined
T30001749,C474394,Piotr Kowalski,M37939,2025-05-25 14:01:00,3792.15,Warszawa,PL,cash,pending
T30001750,C138924,Tomasz Mazur,M20685,2023-04-06 02:21:00,3502.08,Warszawa,IT,transfer,APPROVED
